director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Lee Tamahori,142000000.0,"['Action', 'Adventure', 'Thriller']",Toby Stephens,Die Another Day ,"['catfight', 'clinic', 'colonel', 'diamond', 'patricide']",PG-13,Adventure
Ridley Scott,28000000.0,"['Sci-Fi', 'Thriller']",Harrison Ford,Blade Runner ,"['artificial intelligence', 'human android relationship', 'megacorporation', 'police detective', 'tech noir']",R,Sci-Fi
Drew Goddard,30000000.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Chris Hemsworth,The Cabin in the Woods ,"['cabin in the woods', 'dark humor', 'hatchet', 'killed in an elevator', 'robot']",R,Horror
Andy Cadiff,23000000.0,"['Comedy', 'Romance']",Annabella Sciorra,Chasing Liberty ,"['first daughter', 'photographer', 'prague', 'president', 'secret service agent']",PG-13,Romance
Mick Jackson,90000000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Don Cheadle,Volcano ,"['earthquake', 'fire', 'lava', 'rescue', 'volcano']",PG-13,Drama
John Woo,80000000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Nicolas Cage,Face/Off ,"['death of child', 'face', 'face transplant', 'prison', 'terrorist']",R,Crime
Curtis Hanson,35000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Kevin Spacey,L.A. Confidential ,"['1950s', 'call girl', 'corruption', 'murder', 'police detective']",R,Thriller
Roman Polanski,35000000.0,"['Biography', 'Drama', 'War']",Emilia Fox,The Pianist ,"['ghetto', 'holocaust', 'jewish', 'piano', 'warsaw ghetto']",R,War
Robert Luketic,60000000.0,"['Comedy', 'Romance']",Adam Scott,Monster-in-Law ,"['breakdown', 'fight', 'mother in law', 'scheme', 'wedding']",PG-13,Comedy
Kenneth Branagh,95000000.0,"['Drama', 'Family', 'Fantasy', 'Romance']",Hayley Atwell,Cinderella ,"['dress', 'duke', 'fairy godmother', 'fairy tale', 'pumpkin']",PG,Drama
Frank Miller,40000000.0,"['Crime', 'Thriller']",Rosario Dawson,Sin City ,"['anthology', 'corruption', 'hearing characters thoughts', 'neo noir', 'night']",R,Thriller
Stephen Frears,29000000.0,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance']",Meryl Streep,Florence Foster Jenkins ,"['heiress', 'opera singer', 'platonic marriage', 'singer', 'singing']",PG-13,Romance
Ben Stiller,92000000.0,"['Action', 'Comedy']",Robert Downey Jr.,Tropic Thunder ,"['film director', 'parody', 'spoof', 'vietnam', 'written and directed by cast member']",R,Comedy
Andrew Bergman,36000000.0,"['Biography', 'Comedy', 'Romance']",Stockard Channing,Isn't She Great ,"['autistic son', 'cancer', 'female protagonist', 'new york city', 'son']",R,Romance
Anthony Minghella,40000000.0,"['Crime', 'Drama', 'Thriller']",Philip Seymour Hoffman,The Talented Mr. Ripley ,"['1950s', 'italy', 'mistaken identity', 'nudity', 'sociopath']",R,Drama
Roger Spottiswoode,82000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Robert Duvall,The 6th Day ,"['clone', 'cloning', 'future', 'laser gun', 'murder']",PG-13,Sci-Fi
Jean-Marc Vallée,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Michiel Huisman,The Young Victoria ,"['19th century', 'courtship', 'female protagonist', 'princess', 'queen of england']",PG,History
James L. Brooks,120000000.0,"['Comedy', 'Drama', 'Romance']",Shelley Conn,How Do You Know ,"['embarrassment', 'falling in love', 'love', 'love triangle', 'revelation']",PG-13,Drama
John Maybury,29000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Jennifer Jason Leigh,The Jacket ,"['gulf war veteran', 'morgue', 'shot in the head', 'vermont', 'veteran']",R,Mystery
Bobby Farrelly,40000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Jason Alexander,Shallow Hal ,"['dying', 'friend', 'inner beauty', 'love', 'self help guru']",PG-13,Comedy
Joel Schumacher,40000000.0,"['Crime', 'Drama', 'Thriller']",Kevin Spacey,A Time to Kill ,"['african american', 'court', 'law', 'mississippi', 'trial']",R,Thriller
Craig Mazin,35000000.0,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']",Drake Bell,Superhero Movie ,"['dragonfly', 'hero', 'high school', 'soaking wet', 'supervillian origin']",PG-13,Action
Jon Favreau,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Iron Man 2 ,"['hammer', 'military', 'monaco', 'revenge', 'tony stark']",PG-13,Action
Steven Soderbergh,110000000.0,"['Crime', 'Thriller']",Brad Pitt,Ocean's Twelve ,"['father daughter relationship', 'heist', 'pretending to be pregnant', 'sequel', 'thief']",PG-13,Crime
Michael Mann,68000000.0,"['Biography', 'Drama', 'Thriller']",Al Pacino,The Insider ,"['cbs', 'cbs news', 'research', 'tobacco', 'whistleblower']",R,Biography
Elaine May,51000000.0,"['Action', 'Adventure', 'Comedy', 'Music', 'Thriller']",Carol Kane,Ishtar ,"['cia', 'emir', 'hotel', 'map', 'morocco']",PG-13,Music
Francis Lawrence,130000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Catching Fire ,"['president', 'snow', 'television', 'tour', 'uprising']",PG-13,Sci-Fi
Rob Cohen,145000000.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",Jet Li,The Mummy: Tomb of the Dragon Emperor ,"['army', 'china', 'emperor', 'mummy', 'shangri la']",PG-13,Fantasy
Luc Besson,93000000.0,"['Action', 'Adventure', 'Sci-Fi']",Milla Jovovich,The Fifth Element ,"['1910s', 'alien', 'artificially created woman', 'love', 'taxi driver']",PG-13,Adventure
Quentin Tarantino,30000000.0,['Action'],David Carradine,Kill Bill: Vol. 1 ,"['bride', 'coma', 'japan', 'revenge', 'sword']",R,Action
Joe Roth,48000000.0,"['Comedy', 'Romance']",Julia Roberts,America's Sweethearts ,"['actor', 'love', 'movie star', 'press', 'publicist']",PG-13,Romance
Mark Waters,90000000.0,"['Adventure', 'Family', 'Fantasy']",Martin Short,The Spiderwick Chronicles ,"['actor playing multiple roles', 'brownie the creature', 'closing credits sequence', 'family relationships', 'magical creature']",PG,Family
Harold Ramis,60000000.0,"['Adventure', 'Comedy']",Olivia Wilde,Year One ,"['abraham', 'hunter', 'princess', 'sodom', 'tribe']",PG-13,Adventure
Shane Black,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Iron Man 3 ,"['armor', 'explosion', 'human bomb', 'missile attack', 'terrorist']",PG-13,Adventure
Michael Ritchie,28000000.0,"['Comedy', 'Family', 'Fantasy']",Mara Wilson,A Simple Wish ,"['8 year old', 'convention', 'magic', 'magic wand', 'male fairy godmother']",PG,Fantasy
Paul Weitz,40000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,"['antidote', 'based on young adult novel', 'flyer', 'spider', 'vampire']",PG-13,Thriller
Peter Segal,30000000.0,"['Comedy', 'Crime']",George Kennedy,Naked Gun 33 1/3: The Final Insult ,"['retirement', 'spoof', 'terrorist', 'transsexual', 'undercover']",PG-13,Crime
Florian Henckel von Donnersmarck,100000000.0,"['Action', 'Romance', 'Thriller']",Johnny Depp,The Tourist ,"['police surveillance', 'surveillance van', 'tailing a suspect', 'tourist', 'venice italy']",PG-13,Thriller
Gregory Hoblit,31000000.0,"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Dennis Quaid,Frequency ,"['altering history', 'alternate history', 'amateur radio', 'ham radio', 'paranormal phenomena']",PG-13,Mystery
Christopher Nolan,150000000.0,"['Action', 'Adventure']",Christian Bale,Batman Begins ,"['armored car', 'gangster', 'gotham', 'mixed martial arts', 'social decay']",PG-13,Action
John Woo,60000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Ivana Milicevic,Paycheck ,"['anti hero', 'babe scientist', 'engineer', 'memory', 'money']",PG-13,Sci-Fi
Clint Eastwood,55000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Angelina Jolie Pitt,Changeling ,"['execution by hanging', 'los angeles police department', 'miscarriage of justice', 'missing child', 'wrongful conviction']",R,Thriller
Christopher McQuarrie,60000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Tom Cruise,Jack Reacher ,"['coma', 'mysterious villain', 'police chase', 'shooting range', 'sniper']",PG-13,Mystery
Antoine Fuqua,30000000.0,"['Drama', 'Sport']",Jake Gyllenhaal,Southpaw ,"['boxer', 'boxing training', 'death of wife', 'male in shower', 'rage']",R,Sport
Curtis Hanson,41000000.0,"['Drama', 'Music']",Mekhi Phifer,8 Mile ,"['competition', 'contest', 'friend', 'self expression', 'white rapper']",R,Drama
Lexi Alexander,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Julie Benz,Punisher: War Zone ,"['gun fu', 'plastic surgery', 'psychopath', 'undercover', 'vigilante']",R,Drama
George Lucas,115000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Natalie Portman,Star Wars: Episode I - The Phantom Menace ,"['alien', 'character says i have a bad feeling about this', 'hand to hand combat', 'seven word title', 'wilhelm scream']",PG,Sci-Fi
Pete Docter,115000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,"Monsters, Inc. ","['friend', 'little girl', 'monster', 'rival', 'scream']",G,Fantasy
Peter Segal,40000000.0,"['Comedy', 'Sport']",Robert De Niro,Grudge Match ,"['broke', 'promoter', 'retirement', 'trainer', 'training']",PG-13,Sport
Sam Weisman,55000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']",Brendan Fraser,George of the Jungle ,"['animal companion', 'heiress', 'hero', 'jungle', 'male objectification']",PG,Comedy
Garth Jennings,50000000.0,"['Adventure', 'Comedy', 'Sci-Fi']",Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,"['alien', 'friend', 'galaxy', 'hyperspace', 'spaceship']",PG,Comedy
Kinka Usher,65000000.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",Janeane Garofalo,Mystery Men ,"['bowling', 'rajah', 'sphinx', 'spleen', 'superhero']",PG-13,Fantasy
Henry Selick,60000000.0,"['Animation', 'Family', 'Fantasy']",Jennifer Saunders,Coraline ,"['dream', 'new home', 'parallel worlds', 'scissors', 'secret door']",PG,Family
Richard Donner,32000000.0,"['Comedy', 'Drama', 'Fantasy']",Bill Murray,Scrooged ,"['christmas', 'compassion', 'executive', 'ghost', 'redemption']",PG-13,Drama
Tom Tykwer,102000000.0,"['Drama', 'Sci-Fi']",Tom Hanks,Cloud Atlas ,"['composer', 'future', 'letter', 'nonlinear timeline', 'nursing home']",R,Sci-Fi
Nick Hurran,35000000.0,"['Comedy', 'Drama', 'Romance']",Holly Hunter,Little Black Book ,"['electronic devices', 'gynecologist', 'little black book', 'plan', 'set up']",PG-13,Drama
Bobby Farrelly,70000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy']",Ron Howard,Osmosis Jones ,"['blood', 'body', 'egg', 'virus', 'white blood cell']",PG,Animation
Adam Shankman,80000000.0,"['Comedy', 'Family', 'Fantasy', 'Romance']",Adam Sandler,Bedtime Stories ,"['2000s', 'bedtime story', 'elephant', 'handyman', 'tween girl']",PG,Family
Robert Schwentke,110000000.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",Naomi Watts,Allegiant ,"['based on young adult novel', 'dystopia', 'genetic experimentation', 'strong female character', 'strong female lead']",PG-13,Action
Wes Craven,40000000.0,"['Horror', 'Mystery']",Alison Brie,Scream 4 ,"['author', 'book', 'deputy', 'murder', 'sheriff']",R,Horror
Rob Reiner,45000000.0,"['Adventure', 'Comedy', 'Drama']",Morgan Freeman,The Bucket List ,"['billionaire', 'friend', 'hospital', 'list', 'mechanic']",PG-13,Drama
Betty Thomas,70000000.0,"['Action', 'Adventure', 'Comedy', 'Thriller']",Gary Cole,I Spy ,"['boxer', 'espionage', 'spy', 'stealth', 'top secret']",PG-13,Comedy
Brett Ratner,78000000.0,"['Crime', 'Drama', 'Thriller']",Philip Seymour Hoffman,Red Dragon ,"['criminal profile', 'fbi agent', 'madman', 'tabloid reporter', 'tragic villain']",R,Drama
Danny Pang,40000000.0,"['Action', 'Crime', 'Thriller']",Nicolas Cage,Bangkok Dangerous ,"['deaf', 'hitman', 'nightclub', 'pickpocket', 'rules of profession']",R,Crime
Martin Campbell,150000000.0,"['Action', 'Adventure', 'Thriller']",Eva Green,Casino Royale ,"['casino', 'espionage', 'free running', 'james bond', 'terrorist']",PG-13,Thriller
Spike Lee,45000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington,Inside Man ,"['bank', 'detective', 'negotiation', 'police', 'robber']",R,Mystery
Paul W.S. Anderson,75000000.0,"['Action', 'Adventure', 'Romance']",Milla Jovovich,The Three Musketeers ,"['box office flop', 'cardinal richelieu', 'critically bashed', 'duel', 'musketeer']",PG-13,Romance
Eric Darnell,105000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Sylvester Stallone,Antz ,"['ant', 'friend', 'princess', 'soldier', 'worker']",PG,Family
Tarsem Singh,33000000.0,"['Horror', 'Sci-Fi', 'Thriller']",Dylan Baker,The Cell ,"['coma', 'fbi', 'race against time', 'serial killer', 'strong female lead']",R,Sci-Fi
Chris Miller,160000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Justin Timberlake,Shrek the Third ,"['disney spoof', 'fairy tale', 'prince', 'princess', 'tough guy']",PG,Family
Zack Snyder,82000000.0,"['Action', 'Fantasy']",Jon Hamm,Sucker Punch ,"['alternate reality', 'escape', 'girl gang', 'prostitution', 'samurai']",PG-13,Fantasy
Ruben Fleischer,28000000.0,"['Action', 'Comedy', 'Crime']",Bianca Kajlich,30 Minutes or Less ,"['bank heist', 'bank robbery', 'heist gone wrong', 'pizza delivery boy', 'unlikely criminal']",R,Comedy
Sean Anders,50000000.0,"['Comedy', 'Family']",Will Ferrell,Daddy's Home ,"['biological father', 'dad', 'drinking', 'product placement', 'wilhelm scream']",PG-13,Comedy
Michael Apted,155000000.0,"['Adventure', 'Family', 'Fantasy']",Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,"['dragon', 'king', 'mouse', 'quest', 'warrior']",PG,Adventure
Wolfgang Petersen,50000000.0,"['Action', 'Drama', 'Thriller']",Kevin Spacey,Outbreak ,"['disease', 'epidemic', 'monkey', 'quarantine', 'virus']",R,Thriller
Michael Bay,50000000.0,"['Action', 'Drama', 'Thriller', 'War']",Toby Stephens,13 Hours ,"['based on true story', 'cia agent', 'libya', 'mercenary', 'u.s. ambassador']",R,War
Jay Russell,55000000.0,"['Action', 'Drama', 'Thriller']",Billy Burke,Ladder 49 ,"['death of husband', 'fire', 'firefighter', 'funeral', 'main character dies']",PG-13,Drama
David Slade,32000000.0,['Horror'],Danny Huston,30 Days of Night ,"['alaska', 'small town', 'snow', 'vampire', 'winter']",R,Horror
Jon Favreau,33000000.0,"['Comedy', 'Family', 'Fantasy', 'Romance']",Peter Dinklage,Elf ,"['baby', 'christmas spirit', 'elf', 'new york city', 'north pole']",PG,Fantasy
Frank Marshall,50000000.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Dylan Walsh,Congo ,"['captain', 'congo', 'expedition', 'laser', 'lost city']",PG-13,Action
Paul Verhoeven,105000000.0,"['Action', 'Sci-Fi', 'War']",Jake Busey,Starship Troopers ,"['alien', 'federation', 'future', 'military', 'planet']",R,Sci-Fi
Simon West,40000000.0,"['Action', 'Crime', 'Thriller']",Jason Statham,The Mechanic ,"['apprentice', 'disobeying orders', 'gas station', 'hitman', 'nightclub']",R,Thriller
Roland Emmerich,75000000.0,"['Action', 'Adventure', 'Sci-Fi']",Will Smith,Independence Day ,"['alien', 'area 51', 'military', 'spacecraft', 'spaceship']",PG-13,Sci-Fi
Stephen Hillenburg,30000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Scarlett Johansson,The SpongeBob SquarePants Movie ,"['based on tv series', 'crown', 'dream', 'king neptune', 'plankton']",PG,Adventure
Brad Peyton,110000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Dwayne Johnson,San Andreas ,"['disaster movie', 'earthquake', 'journey', 'natural disaster', 'san andreas fault']",PG-13,Adventure
Mark A.Z. Dippé,40000000.0,"['Action', 'Horror']",Michael Jai White,Spawn ,"['based on comic', 'based on comic book', 'dark hero', 'image comics', 'superhero']",R,Action
Antoine Fuqua,70000000.0,"['Action', 'Thriller']",Gerard Butler,Olympus Has Fallen ,"['political thriller', 'politics', 'president', 'speaker of the house', 'u.s. president']",R,Action
James Bobin,50000000.0,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical']",Ty Burrell,Muppets Most Wanted ,"['europe', 'frog', 'gulag', 'prison break', 'puppet']",PG,Crime
Tony Bill,60000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",James Franco,Flyboys ,"['american', 'france', 'military', 'pilot', 'training']",PG-13,Drama
Wayne Wang,45000000.0,"['Adventure', 'Comedy', 'Drama']",LL Cool J,Last Holiday ,"['chef', 'congressman', 'cook', 'hotel', 'senator']",PG-13,Comedy
Stephen Kay,40000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Sylvester Stallone,Get Carter ,"['affair', 'car crash', 'enforcer', 'funeral', 'murder']",R,Crime
Stuart Beattie,65000000.0,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller']",Caitlin Stasey,"I, Frankenstein ","['army', 'creature', 'demon', 'frankenstein', 'gargoyle']",PG-13,Action
Ridley Scott,50000000.0,"['Action', 'Drama', 'War']",Viggo Mortensen,G.I. Jane ,"['feminism', 'hit in the crotch', 'kicked in the crotch', 'kicked in the testicles', 'navy']",R,Action
Pete Travis,40000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Dennis Quaid,Vantage Point ,"['explosion', 'multiple perspectives', 'president', 'secret service', 'shooting']",PG-13,Mystery
Louis Leterrier,75000000.0,"['Crime', 'Mystery', 'Thriller']",Morgan Freeman,Now You See Me ,"['bank', 'fbi', 'heist', 'interpol', 'magician']",PG-13,Crime
Bennett Miller,50000000.0,"['Biography', 'Drama', 'Sport']",Philip Seymour Hoffman,Moneyball ,"['baseball', 'meeting', 'statistics', 'strategy', 'voice over']",PG-13,Biography
Kathryn Bigelow,40000000.0,"['Drama', 'History', 'Thriller']",Jennifer Ehle,Zero Dark Thirty ,"['al qaeda', 'cia', 'interrogation', 'lie', 'navy seal']",R,Drama
Harold Becker,40000000.0,"['Drama', 'Thriller']",Al Pacino,City Hall ,"['drug dealer', 'mayor', 'new york city', 'probation', 'scandal']",R,Drama
Andy Fickman,30000000.0,"['Action', 'Comedy', 'Crime']",D.B. Woodside,Paul Blart: Mall Cop 2 ,"['character name in title', 'no opening credits', 'sequel', 'wilhelm scream']",PG,Crime
John Pasquin,45000000.0,"['Action', 'Comedy', 'Crime']",Eileen Brennan,Miss Congeniality 2: Armed and Fabulous ,"['bodyguard', 'fbi', 'fbi agent', 'female protagonist', 'undercover']",PG-13,Comedy
Rob Cohen,35000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Cicely Tyson,Alex Cross ,"['assassin', 'detective', 'partner', 'police', 'serial killer']",PG-13,Action
Betty Thomas,71500000.0,"['Comedy', 'Family', 'Fantasy']",Oliver Platt,Doctor Dolittle ,"['box office hit', 'doctor', 'dog', 'first part', 'tiger']",PG-13,Comedy
John McTiernan,50000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Connie Nielsen,Basic ,"['2000s', 'army', 'military crime', 'necklace yanked off', 'panama']",R,Crime
Sam Raimi,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",J.K. Simmons,Spider-Man 2 ,"['death', 'doctor', 'scientist', 'super villain', 'tentacle']",PG-13,Romance
Gary Trousdale,100000000.0,"['Animation', 'Drama', 'Family', 'Musical', 'Romance']",Demi Moore,The Hunchback of Notre Dame ,"['15th century', 'cathedral', 'gypsy', 'paris', 'victor hugo']",G,Drama
Stefen Fangmeier,100000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Djimon Hounsou,Eragon ,"['dragon', 'dragon rider', 'fictional war', 'sword and fantasy', 'teenage hero']",PG,Adventure
