director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,all_keywords
Stephen Chow,10000000.0,"['Action', 'Comedy', 'Sport']",Wei Zhao,Shaolin Soccer ,"['Stephen Chow', 'Wei Zhao', 'cult film', 'kung fu', 'martial arts', 'shaolin', 'soccer']",PG,Sport,"['Stephen Chow', 'Wei Zhao', 'cult film', 'kung fu', 'martial arts', 'shaolin', 'soccer']"
Vincent Gallo,10000000.0,['Drama'],Vincent Gallo,The Brown Bunny ,"['Vincent Gallo', 'Vincent Gallo', 'boyfriend girlfriend relationship', 'erection', 'female frontal nudity', 'gang rape', 'prostitute']",Not Rated,Drama,"['Vincent Gallo', 'Vincent Gallo', 'boyfriend girlfriend relationship', 'erection', 'female frontal nudity', 'gang rape', 'prostitute']"
Claude Chabrol,60000000.0,"['Comedy', 'Crime', 'Thriller']",Isabelle Huppert,The Swindle ,"['Claude Chabrol', 'Isabelle Huppert', 'con', 'con artist', 'money', 'scam', 'sils maria']",,Rom-Com,"['Claude Chabrol', 'Isabelle Huppert', 'con', 'con artist', 'money', 'scam', 'sils maria']"
Jon Stewart,5000000.0,"['Biography', 'Drama']",Numan Acar,Rosewater ,"['Jon Stewart', 'Numan Acar', 'based on true story', 'hijab', 'journalism', 'prison', 'reference to mahmoud ahmedinejad']",R,Biography,"['Jon Stewart', 'Numan Acar', 'based on true story', 'hijab', 'journalism', 'prison', 'reference to mahmoud ahmedinejad']"
Bigas Luna,,"['Drama', 'Romance']",Olivier Martinez,The Chambermaid on the Titanic ,"['Bigas Luna', 'Olivier Martinez', 'foundry', 'foundry worker', 'french', 'friend', 'titanic']",,Drama,"['Bigas Luna', 'Olivier Martinez', 'foundry', 'foundry worker', 'french', 'friend', 'titanic']"
Ralph Fiennes,,"['Drama', 'Thriller', 'War']",Gerard Butler,Coriolanus ,"['Ralph Fiennes', 'Gerard Butler', 'modern day adaptation', 'reference to william shakespeare', 'shakespeare in modern dress', 'shakespeare play', ""shakespeare's coriolanus""]",R,War,"['Ralph Fiennes', 'Gerard Butler', 'modern day adaptation', 'reference to william shakespeare', 'shakespeare in modern dress', 'shakespeare play', ""shakespeare's coriolanus""]"
Dan Harris,4000000.0,"['Comedy', 'Drama']",Kip Pardue,Imaginary Heroes ,"['Dan Harris', 'Kip Pardue', 'cat', 'christmas song', 'lawn mowing', 'leave of absence', 'medication']",R,Rom-Com,"['Dan Harris', 'Kip Pardue', 'cat', 'christmas song', 'lawn mowing', 'leave of absence', 'medication']"
Mel Smith,10000000.0,"['Action', 'Comedy', 'Drama']",Minnie Driver,High Heels and Low Lifes ,"['Mel Smith', 'Minnie Driver', 'attempted murder', 'blackmail', ""diver's watch"", 'nurse', 'satire']",R,Rom-Com,"['Mel Smith', 'Minnie Driver', 'attempted murder', 'blackmail', ""diver's watch"", 'nurse', 'satire']"
Bobcat Goldthwait,,"['Comedy', 'Drama']",Robin Williams,World's Greatest Dad ,"['Bobcat Goldthwait', 'Robin Williams', 'black comedy', 'fictional talk show', 'high school teacher', 'phony suicide note', 'teacher']",R,Rom-Com,"['Bobcat Goldthwait', 'Robin Williams', 'black comedy', 'fictional talk show', 'high school teacher', 'phony suicide note', 'teacher']"
Christopher Smith,5000000.0,"['Comedy', 'Horror', 'Thriller']",Danny Dyer,Severance ,"['Christopher Smith', 'Danny Dyer', 'blood splatter', 'eastern europe', 'female nudity', 'pine forest', 'team building']",R,Horror,"['Christopher Smith', 'Danny Dyer', 'blood splatter', 'eastern europe', 'female nudity', 'pine forest', 'team building']"
Stuart Gordon,10000000.0,"['Drama', 'Thriller']",Joe Mantegna,Edmond ,"['Stuart Gordon', 'Joe Mantegna', 'bipolar disorder', 'sodomy', 'stabbing', 'street life', 'violence']",R,Drama,"['Stuart Gordon', 'Joe Mantegna', 'bipolar disorder', 'sodomy', 'stabbing', 'street life', 'violence']"
Jake Scott,,['Drama'],Kristen Stewart,Welcome to the Rileys ,"['Jake Scott', 'Kristen Stewart', 'businessman', 'prostitute', 'street', 'stripper', 'travel']",R,Drama,"['Jake Scott', 'Kristen Stewart', 'businessman', 'prostitute', 'street', 'stripper', 'travel']"
Alan Metter,6200000.0,"['Comedy', 'Crime']",Christopher Lee,Police Academy: Mission to Moscow ,"['Alan Metter', 'Christopher Lee', 'captain', 'commandant', 'mafia', 'russian mafia', 'security system']",PG,Rom-Com,"['Alan Metter', 'Christopher Lee', 'captain', 'commandant', 'mafia', 'russian mafia', 'security system']"
Jeb Stuart,,['Drama'],Ricky Schroder,Blood Done Sign My Name ,"['Jeb Stuart', 'Ricky Schroder', 'based on autobiography', 'based on novel', 'based on true story', 'murder', 'racism']",PG-13,Drama,"['Jeb Stuart', 'Ricky Schroder', 'based on autobiography', 'based on novel', 'based on true story', 'murder', 'racism']"
Michael Radford,10000000.0,"['Comedy', 'Drama', 'Romance']",Chris Noth,Elsa & Fred ,"['Michael Radford', 'Chris Noth', 'apartment', 'death of protagonist', 'follow that car', 'la dolce vita', 'love']",PG-13,Rom-Com,"['Michael Radford', 'Chris Noth', 'apartment', 'death of protagonist', 'follow that car', 'la dolce vita', 'love']"
Arthur Hiller,10000000.0,['Comedy'],Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,"['Arthur Hiller', 'Eric Idle', 'box office flop', 'critically bashed', 'director', 'hollywood', 'mockumentary']",R,Comedy,"['Arthur Hiller', 'Eric Idle', 'box office flop', 'critically bashed', 'director', 'hollywood', 'mockumentary']"
Michael Meredith,10000000.0,"['Comedy', 'Drama']",Jeff Bridges,The Open Road ,"['Michael Meredith', 'Jeff Bridges', 'american south', 'baseball', 'farmland', 'motel', 'road trip']",PG-13,Rom-Com,"['Michael Meredith', 'Jeff Bridges', 'american south', 'baseball', 'farmland', 'motel', 'road trip']"
Julio DePietro,8000000.0,"['Comedy', 'Romance']",Adrian Martinez,The Good Guy ,"['Julio DePietro', 'Adrian Martinez', 'book club', 'cheating boyfriend', 'job promotion', 'manhattan new york city', 'new york city']",R,Rom-Com,"['Julio DePietro', 'Adrian Martinez', 'book club', 'cheating boyfriend', 'job promotion', 'manhattan new york city', 'new york city']"
Katherine Dieckmann,5000000.0,"['Comedy', 'Drama']",Stephanie Szostak,Motherhood ,"['Katherine Dieckmann', 'Stephanie Szostak', 'birthday', 'birthday party', 'delivery man', 'mother', 'neighbor']",PG-13,Rom-Com,"['Katherine Dieckmann', 'Stephanie Szostak', 'birthday', 'birthday party', 'delivery man', 'mother', 'neighbor']"
Kim Farrant,10000000.0,"['Drama', 'Mystery', 'Thriller']",Nicholas Hamilton,Strangerland ,"['Kim Farrant', 'Nicholas Hamilton', 'australian', 'desert', 'mother daughter relationship', 'mother son relationship', 'promiscuity']",R,Mystery,"['Kim Farrant', 'Nicholas Hamilton', 'australian', 'desert', 'mother daughter relationship', 'mother son relationship', 'promiscuity']"
Marcus Raboy,,"['Comedy', 'Crime', 'Music']",Mike Epps,The Janky Promoters ,"['Marcus Raboy', 'Mike Epps', 'bigger dreams', 'concert promoter', 'hotel maid', 'pep talk', 'rap concert']",R,Musical,"['Marcus Raboy', 'Mike Epps', 'bigger dreams', 'concert promoter', 'hotel maid', 'pep talk', 'rap concert']"
Scott Marshall,10000000.0,"['Comedy', 'Romance']",Drew Fuller,Blonde Ambition ,"['Scott Marshall', 'Drew Fuller', 'boss', 'business', 'career', 'confidence', 'female protagonist']",PG-13,Rom-Com,"['Scott Marshall', 'Drew Fuller', 'boss', 'business', 'career', 'confidence', 'female protagonist']"
Álex de la Iglesia,10000000.0,"['Crime', 'Mystery', 'Thriller']",Jim Carter,The Oxford Murders ,"['\xc3\x81lex de la Iglesia', 'Jim Carter', 'landlady', 'lecture', 'murder', 'oxford university', 'symbol']",R,Mystery,"['\xc3\x81lex de la Iglesia', 'Jim Carter', 'landlady', 'lecture', 'murder', 'oxford university', 'symbol']"
Andrew Traucki,,"['Horror', 'Thriller']",Damian Walshe-Howling,The Reef ,"['Andrew Traucki', 'Damian Walshe-Howling', 'boat', 'great white shark', 'killing an animal', 'shark', 'underwater']",R,Horror,"['Andrew Traucki', 'Damian Walshe-Howling', 'boat', 'great white shark', 'killing an animal', 'shark', 'underwater']"
Michael Clancy,6500000.0,"['Comedy', 'Drama']",Zooey Deschanel,Eulogy ,"['Michael Clancy', 'Zooey Deschanel', 'dysfunctional family', 'family relationships', 'family reunion', 'funeral', 'twin']",R,Rom-Com,"['Michael Clancy', 'Zooey Deschanel', 'dysfunctional family', 'family relationships', 'family reunion', 'funeral', 'twin']"
Patrick Lussier,10000000.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Teryl Rothery,White Noise 2: The Light ,"['Patrick Lussier', 'Teryl Rothery', 'angry spirit', 'aura', 'electronic voice phenomena', 'electronics', 'near death experience']",PG-13,Horror,"['Patrick Lussier', 'Teryl Rothery', 'angry spirit', 'aura', 'electronic voice phenomena', 'electronics', 'near death experience']"
Kari Skogland,6000000.0,"['Drama', 'Thriller']",Jim Sturgess,Fifty Dead Men Walking ,"['Kari Skogland', 'Jim Sturgess', '1980s', 'ira', 'near death experience', 'title directed by female', 'what happened to epilogue']",R,Drama,"['Kari Skogland', 'Jim Sturgess', '1980s', 'ira', 'near death experience', 'title directed by female', 'what happened to epilogue']"
Paul Schrader,10000000.0,"['Drama', 'War']",Veronica Ferres,Adam Resurrected ,"['Paul Schrader', 'Veronica Ferres', 'circus', 'dog', 'entertainer', 'holocaust', 'patient']",R,War,"['Paul Schrader', 'Veronica Ferres', 'circus', 'dog', 'entertainer', 'holocaust', 'patient']"
Benedikt Erlingsson,10000000.0,"['Comedy', 'Drama', 'Romance']",Ingvar Eggert Sigurðsson,Of Horses and Men ,"['Benedikt Erlingsson', 'Ingvar Eggert Sigur\xc3\xb0sson', 'barbed wire', 'barbed wire fence', 'horse', 'nature', 'snowstorm']",,Rom-Com,"['Benedikt Erlingsson', 'Ingvar Eggert Sigur\xc3\xb0sson', 'barbed wire', 'barbed wire fence', 'horse', 'nature', 'snowstorm']"
Gurinder Chadha,10000000.0,"['Comedy', 'Drama', 'Horror', 'Romance']",Sendhil Ramamurthy,It's a Wonderful Afterlife ,"['Gurinder Chadha', 'Sendhil Ramamurthy', 'afterlife', 'indian', 'murder', 'overweight woman', 'police']",PG-13,Horror,"['Gurinder Chadha', 'Sendhil Ramamurthy', 'afterlife', 'indian', 'murder', 'overweight woman', 'police']"
Jason Connery,10000000.0,"['Action', 'Horror', 'Sci-Fi']",Ray Winstone,The Devil's Tomb ,"['Jason Connery', 'Ray Winstone', 'desert', 'mercenary', 'priest', 'scientist', 'war veteran']",R,Horror,"['Jason Connery', 'Ray Winstone', 'desert', 'mercenary', 'priest', 'scientist', 'war veteran']"
Vic Sarin,10000000.0,"['Drama', 'Romance']",Jimi Mistry,Partition ,"['Vic Sarin', 'Jimi Mistry', 'india', 'love', 'muslim', 'pakistan', 'sikh']",R,Drama,"['Vic Sarin', 'Jimi Mistry', 'india', 'love', 'muslim', 'pakistan', 'sikh']"
Jee-woon Kim,10000000.0,"['Action', 'Adventure', 'Comedy', 'Western']",Kang-ho Song,"The Good, the Bad, the Weird ","['Jee-woon Kim', 'Kang-ho Song', 'bounty hunter', 'manchuria', 'map', 'train', 'treasure']",R,Western,"['Jee-woon Kim', 'Kang-ho Song', 'bounty hunter', 'manchuria', 'map', 'train', 'treasure']"
Douglas Aarniokoski,10000000.0,"['Horror', 'Thriller']",Boris Kodjoe,Nurse 3D ,"['Douglas Aarniokoski', 'Boris Kodjoe', 'carnage', 'female nudity', 'purple panties', 'sexual attraction', 'shaved labia']",R,Horror,"['Douglas Aarniokoski', 'Boris Kodjoe', 'carnage', 'female nudity', 'purple panties', 'sexual attraction', 'shaved labia']"
William Phillips,10000000.0,"['Action', 'Comedy', 'Drama', 'Western']",Tyler Mane,Gunless ,"['William Phillips', 'Tyler Mane', 'blacksmith', 'bounty hunter', 'duel', 'gunslinger', 'wild west']",,Western,"['William Phillips', 'Tyler Mane', 'blacksmith', 'bounty hunter', 'duel', 'gunslinger', 'wild west']"
Greg Mottola,,"['Comedy', 'Drama', 'Romance']",Kristen Stewart,Adventureland ,"['Greg Mottola', 'Kristen Stewart', 'amusement park', 'strong female character', 'summer job', 'teen movie', 'teenager']",R,Rom-Com,"['Greg Mottola', 'Kristen Stewart', 'amusement park', 'strong female character', 'summer job', 'teen movie', 'teenager']"
Andy Garcia,9600000.0,"['Drama', 'Romance']",Danny Pino,The Lost City ,"['Andy Garcia', 'Danny Pino', '1950s', 'cuba', 'cuban flag', 'fidel castro', 'havana cuba']",R,Drama,"['Andy Garcia', 'Danny Pino', '1950s', 'cuba', 'cuban flag', 'fidel castro', 'havana cuba']"
Steve Carr,9500000.0,['Comedy'],John Witherspoon,Next Friday ,"['Steve Carr', 'John Witherspoon', 'african american', 'flashback', 'marijuana joint', 'porn magazine', 'suburb']",R,Comedy,"['Steve Carr', 'John Witherspoon', 'african american', 'flashback', 'marijuana joint', 'porn magazine', 'suburb']"
Sarik Andreasyan,10000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Hayden Christensen,American Heist ,"['Sarik Andreasyan', 'Hayden Christensen', 'bank', 'critically bashed', 'heist', 'mechanic', 'prison']",R,Action-Comedy,"['Sarik Andreasyan', 'Hayden Christensen', 'bank', 'critically bashed', 'heist', 'mechanic', 'prison']"
Lewis Gilbert,9500000.0,"['Action', 'Adventure', 'Thriller']",Donald Pleasence,You Only Live Twice ,"['Lewis Gilbert', 'Donald Pleasence', 'faked death', 'japan', 'japanese', 'poison', 'secret headquarters']",Approved,Action-Comedy,"['Lewis Gilbert', 'Donald Pleasence', 'faked death', 'japan', 'japanese', 'poison', 'secret headquarters']"
Julian Gilbey,10000000.0,"['Action', 'Comedy', 'Crime', 'Drama']",Mem Ferda,Plastic ,"['Julian Gilbey', 'Mem Ferda', 'credit card fraud', 'lesbian kiss', 'miami']",R,Rom-Com,"['Julian Gilbey', 'Mem Ferda', 'credit card fraud', 'lesbian kiss', 'miami']"
Michael Haneke,8900000.0,"['Drama', 'Romance']",Isabelle Huppert,Amour ,"['Michael Haneke', 'Isabelle Huppert', 'aging', 'daughter', 'old couple', 'old love', 'stroke']",PG-13,Drama,"['Michael Haneke', 'Isabelle Huppert', 'aging', 'daughter', 'old couple', 'old love', 'stroke']"
Gary Sherman,10500000.0,"['Horror', 'Thriller']",Tom Skerritt,Poltergeist III ,"['Gary Sherman', 'Tom Skerritt', 'aunt niece relationship', 'brother sister relationship', 'building', 'father daughter relationship', 'mirror']",PG-13,Horror,"['Gary Sherman', 'Tom Skerritt', 'aunt niece relationship', 'brother sister relationship', 'building', 'father daughter relationship', 'mirror']"
Valeri Milev,9500000.0,"['Action', 'Horror']",Daniella Alonso,Re-Kill ,"['Valeri Milev', 'Daniella Alonso', 'after dark', 'after dark horrorfest', 'fictional tv news show', 'outbreak']",R,Horror,"['Valeri Milev', 'Daniella Alonso', 'after dark', 'after dark horrorfest', 'fictional tv news show', 'outbreak']"
Stanley Kramer,9400000.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Jonathan Winters,"It's a Mad, Mad, Mad, Mad World ","['Stanley Kramer', 'Jonathan Winters', 'california', 'desert', 'dying words', 'money', 'race']",Approved,Rom-Com,"['Stanley Kramer', 'Jonathan Winters', 'california', 'desert', 'dying words', 'money', 'race']"
Pedro Almodóvar,,"['Comedy', 'Crime', 'Drama', 'Mystery']",Carmen Maura,Volver ,"['Pedro Almod\xc3\xb3var', 'Carmen Maura', 'abusive father', 'child abuse', 'death', 'rape', 'secret']",R,Mystery,"['Pedro Almod\xc3\xb3var', 'Carmen Maura', 'abusive father', 'child abuse', 'death', 'rape', 'secret']"
Gerald Potterton,9300000.0,"['Adventure', 'Animation', 'Fantasy', 'Horror', 'Sci-Fi']",John Vernon,Heavy Metal ,"['Gerald Potterton', 'John Vernon', 'anthology', 'girl', 'heavy metal', 'secretary', 'segments']",R,Horror,"['Gerald Potterton', 'John Vernon', 'anthology', 'girl', 'heavy metal', 'secretary', 'segments']"
Jared Hess,,"['Adventure', 'Comedy', 'Sci-Fi']",Jizelle Jade,Gentlemen Broncos ,"['Jared Hess', 'Jizelle Jade', 'amateur film', 'sexual harassment', 'sexual innuendo', 'small town', 'struggling parent']",PG-13,Sci-Fi,"['Jared Hess', 'Jizelle Jade', 'amateur film', 'sexual harassment', 'sexual innuendo', 'small town', 'struggling parent']"
Richard Loncraine,6000000.0,"['Drama', 'War']",Robert Downey Jr.,Richard III ,"['Richard Loncraine', 'Robert Downey Jr.', '1930s', 'abuse of power', 'england', 'king', 'murder']",R,War,"['Richard Loncraine', 'Robert Downey Jr.', '1930s', 'abuse of power', 'england', 'king', 'murder']"
David Hackl,10000000.0,"['Action', 'Horror', 'Thriller']",Scott Glenn,Into the Grizzly Maze ,"['David Hackl', 'Scott Glenn', 'bear', 'breasts', 'female nudity', 'grizzly', 'wilderness']",R,Horror,"['David Hackl', 'Scott Glenn', 'bear', 'breasts', 'female nudity', 'grizzly', 'wilderness']"
Anurag Basu,600000000.0,"['Action', 'Drama', 'Romance', 'Thriller']",Bárbara Mori,Kites ,"['Anurag Basu', 'B\xc3\xa1rbara Mori', 'casino', 'desert', 'love', 'suicide', 'tragic event']",,Action-Comedy,"['Anurag Basu', 'B\xc3\xa1rbara Mori', 'casino', 'desert', 'love', 'suicide', 'tragic event']"
Lars von Trier,7400000.0,"['Drama', 'Sci-Fi']",Alexander Skarsgård,Melancholia ,"['Lars von Trier', 'Alexander Skarsg\xc3\xa5rd', 'art director', 'breasts', 'depression', 'outdoor sex', 'riding a horse']",R,Sci-Fi,"['Lars von Trier', 'Alexander Skarsg\xc3\xa5rd', 'art director', 'breasts', 'depression', 'outdoor sex', 'riding a horse']"
Kriv Stenders,8500000.0,"['Biography', 'Comedy', 'Drama', 'Family', 'Romance']",Noah Taylor,Red Dog ,"['Kriv Stenders', 'Noah Taylor', 'australian', 'based on true events', 'dog', 'love', 'search']",PG,Biography,"['Kriv Stenders', 'Noah Taylor', 'australian', 'based on true events', 'dog', 'love', 'search']"
Yash Chopra,7217600.0,"['Drama', 'Romance']",Shah Rukh Khan,Jab Tak Hai Jaan ,"['Yash Chopra', 'Shah Rukh Khan', 'accident', 'army', 'bomb', 'indian army', 'love']",Not Rated,Drama,"['Yash Chopra', 'Shah Rukh Khan', 'accident', 'army', 'bomb', 'indian army', 'love']"
Ridley Scott,11000000.0,"['Horror', 'Sci-Fi']",Tom Skerritt,Alien ,"['Ridley Scott', 'Tom Skerritt', 'alien', 'creature', 'future', 'outer space', 'spaceship']",R,Horror,"['Ridley Scott', 'Tom Skerritt', 'alien', 'creature', 'future', 'outer space', 'spaceship']"
Tobe Hooper,83532.0,"['Horror', 'Thriller']",Gunnar Hansen,The Texas Chain Saw Massacre ,"['Tobe Hooper', 'Gunnar Hansen', 'cannibal', 'chainsaw', 'hitchhiker', 'independent film', 'leatherface']",R,Horror,"['Tobe Hooper', 'Gunnar Hansen', 'cannibal', 'chainsaw', 'hitchhiker', 'independent film', 'leatherface']"
Floria Sigismondi,10000000.0,"['Biography', 'Drama', 'Music']",Kristen Stewart,The Runaways ,"['Floria Sigismondi', 'Kristen Stewart', 'band', 'box office flop', 'critically bashed', 'historically inaccurate', 'revisionist history']",R,Biography,"['Floria Sigismondi', 'Kristen Stewart', 'band', 'box office flop', 'critically bashed', 'historically inaccurate', 'revisionist history']"
Norman Jewison,9000000.0,"['Drama', 'Family', 'Musical', 'Romance']",Topol,Fiddler on the Roof ,"['Norman Jewison', 'Topol', 'immigration', 'jewish', 'pogrom', 'tradition', 'tradition versus modernity']",G,Family,"['Norman Jewison', 'Topol', 'immigration', 'jewish', 'pogrom', 'tradition', 'tradition versus modernity']"
Terence Young,9000000.0,"['Action', 'Adventure', 'Thriller']",Desmond Llewelyn,Thunderball ,"['Terence Young', 'Desmond Llewelyn', 'domino', 'fiery redhead', 'nassau', 'official james bond series', 'underwater battle']",Approved,Action-Comedy,"['Terence Young', 'Desmond Llewelyn', 'domino', 'fiery redhead', 'nassau', 'official james bond series', 'underwater battle']"
Joseph Kahn,10000000.0,"['Comedy', 'Horror', 'Sci-Fi']",Josh Hutcherson,Detention ,"['Joseph Kahn', 'Josh Hutcherson', 'blood splatter', 'detention', 'high school', 'overalls', 'reference to c. thomas howell']",R,Horror,"['Joseph Kahn', 'Josh Hutcherson', 'blood splatter', 'detention', 'high school', 'overalls', 'reference to c. thomas howell']"
