director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Gary Winick,30000000.0,"['Comedy', 'Drama', 'Romance']",Vanessa Redgrave,Letters to Juliet ,"['chick flick', 'female protagonist', 'italian stereotype', 'man in a swimsuit', 'verona italy']",PG,Rom-Com,17.2167079396,"['Gary Winick', 'Vanessa Redgrave', 'chick', 'flick', 'female', 'protagonist', 'italian', 'stereotype', 'man', 'in', 'a', 'swimsuit', 'verona', 'italy']"
James Wan,40000000.0,"['Horror', 'Mystery', 'Thriller']",Javier Botet,The Conjuring 2 ,"['based on supposedly true story', 'house', 'paranormal investigating', 'psychic', 'second part']",R,Horror,17.5043900121,"['James Wan', 'Javier Botet', 'based', 'on', 'supposedly', 'true', 'story', 'house', 'paranormal', 'investigating', 'psychic', 'second', 'part']"
Barbra Streisand,42000000.0,"['Comedy', 'Drama', 'Romance']",Jeff Bridges,The Mirror Has Two Faces ,"['columbia university', 'lecture', 'marriage', 'professor', 'sex']",PG-13,Rom-Com,17.5531801762,"['Barbra Streisand', 'Jeff Bridges', 'columbia', 'university', 'lecture', 'marriage', 'professor', 'sex']"
Chris Butler,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Anna Kendrick,ParaNorman ,"['curse', 'ghost', 'outcast', 'witch', 'zombie']",PG,Animation,17.9098551202,"['Chris Butler', 'Anna Kendrick', 'curse', 'ghost', 'outcast', 'witch', 'zombie']"
Jonathan Mostow,36000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Kathleen Quinlan,Breakdown ,"['car breakdown', 'diner', 'jeep', 'paranoia', 'violence']",R,Mystery,17.3990294964,"['Jonathan Mostow', 'Kathleen Quinlan', 'car', 'breakdown', 'diner', 'jeep', 'paranoia', 'violence']"
J.J. Abrams,190000000.0,"['Action', 'Adventure', 'Sci-Fi']",Benedict Cumberbatch,Star Trek Into Darkness ,"['admiral', 'captain', 'manhunt', 'mission', 'space']",PG-13,Sci-Fi,19.0625346301,"['J.J. Abrams', 'Benedict Cumberbatch', 'admiral', 'captain', 'manhunt', 'mission', 'space']"
Ash Brannon,100000000.0,"['Animation', 'Comedy', 'Family', 'Sport']",Jeff Bridges,Surf's Up ,"['chicken', 'competition', 'island', 'penguin', 'surfing']",PG,Sport,18.420680744,"['Ash Brannon', 'Jeff Bridges', 'chicken', 'competition', 'island', 'penguin', 'surfing']"
Andrzej Bartkowiak,18000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Chris Klein,Street Fighter: The Legend of Chun-Li ,"['chun li', 'crime fighter', 'gangster', 'mobster', 'rescue']",PG-13,Mystery,16.7058823159,"['Andrzej Bartkowiak', 'Chris Klein', 'chun', 'li', 'crime', 'fighter', 'gangster', 'mobster', 'rescue']"
Rupert Wainwright,29000000.0,['Horror'],Nia Long,Stigmata ,"['catholic', 'priest', 'stigmata', 'vatican', 'wound']",R,Horror,17.182806388,"['Rupert Wainwright', 'Nia Long', 'catholic', 'priest', 'stigmata', 'vatican', 'wound']"
Joel Coen,60000000.0,"['Comedy', 'Crime', 'Romance']",Cedric the Entertainer,Intolerable Cruelty ,"['attorney', 'divorce', 'marriage', 'real estate', 'screwball comedy']",PG-13,Rom-Com,17.9098551202,"['Joel Coen', 'Cedric the Entertainer', 'attorney', 'divorce', 'marriage', 'real', 'estate', 'screwball', 'comedy']"
Breck Eisner,130000000.0,"['Action', 'Adventure', 'Comedy', 'Thriller']",Matthew McConaughey,Sahara ,"['beach', 'civil war', 'desert', 'dictator', 'ship']",PG-13,Rom-Com,18.6830450084,"['Breck Eisner', 'Matthew McConaughey', 'beach', 'civil', 'war', 'desert', 'dictator', 'ship']"
Jaume Collet-Serra,30000000.0,['Horror'],Robert Ri'chard,House of Wax ,"['brother sister relationship', 'group of friends', 'male nudity', 'twin', 'wax']",R,Horror,17.2167079396,"['Jaume Collet-Serra', ""Robert Ri'chard"", 'brother', 'sister', 'relationship', 'group', 'of', 'friends', 'male', 'nudity', 'twin', 'wax']"
Glenn Ficarra,50000000.0,"['Comedy', 'Drama', 'Romance']",Ryan Gosling,"Crazy, Stupid, Love. ","['bar', 'divorce', 'friend', 'girl', 'male objectification']",PG-13,Rom-Com,17.7275335634,"['Glenn Ficarra', 'Ryan Gosling', 'bar', 'divorce', 'friend', 'girl', 'male', 'objectification']"
John Madden,57000000.0,"['Drama', 'Music', 'Romance', 'War']",Christian Bale,Captain Corelli's Mandolin ,"['captain', 'greek', 'island', 'italian', 'love']",R,War,17.8585618258,"['John Madden', 'Christian Bale', 'captain', 'greek', 'island', 'italian', 'love']"
Justin Chadwick,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Natalie Portman,The Other Boleyn Girl ,"['children', 'court', 'king', 'king henry viii', 'love']",PG-13,Biography,17.3708586195,"['Justin Chadwick', 'Natalie Portman', 'children', 'court', 'king', 'king', 'henry', 'viii', 'love']"
Bryan Singer,110000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Hugh Jackman,X-Men 2 ,"['mutant', 'prison', 'professor', 'school', 'x men']",PG-13,Sci-Fi,18.5159909238,"['Bryan Singer', 'Hugh Jackman', 'mutant', 'prison', 'professor', 'school', 'x', 'men']"
Shawn Levy,40000000.0,"['Comedy', 'Family']",Tom Welling,Cheaper by the Dozen ,"['9 year old', 'house', 'illinois', 'new job', 'vomiting']",PG,Family,17.5043900121,"['Shawn Levy', 'Tom Welling', '9', 'year', 'old', 'house', 'illinois', 'new', 'job', 'vomiting']"
Christopher McQuarrie,150000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible - Rogue Nation ,"['capture', 'computer hacker', 'mission', 'rogue agent', 'spy']",PG-13,Action-Comedy,18.8261458521,"['Christopher McQuarrie', 'Tom Cruise', 'capture', 'computer', 'hacker', 'mission', 'rogue', 'agent', 'spy']"
Melville Shavelson,2500000.0,"['Comedy', 'Family']",Lucille Ball,"Yours, Mine and Ours ","['nurse', 'parent', 'sibling', 'widow', 'widower']",Unrated,Family,14.7318012898,"['Melville Shavelson', 'Lucille Ball', 'nurse', 'parent', 'sibling', 'widow', 'widower']"
M. Night Shyamalan,40000000.0,"['Drama', 'Mystery', 'Thriller']",Bruce Willis,The Sixth Sense ,"['able to see the dead', 'ghost', 'plot twist', 'psychic', 'surprise ending']",PG-13,Mystery,17.5043900121,"['M. Night Shyamalan', 'Bruce Willis', 'able', 'to', 'see', 'the', 'dead', 'ghost', 'plot', 'twist', 'psychic', 'surprise', 'ending']"
Adrian Lyne,50000000.0,"['Drama', 'Thriller']",Olivier Martinez,Unfaithful ,"['erotic thriller', 'infidelity', 'marital infidelity', 'unfaithfulness', ""wife's lover murdered by husband""]",R,Drama,17.7275335634,"['Adrian Lyne', 'Olivier Martinez', 'erotic', 'thriller', 'infidelity', 'marital', 'infidelity', 'unfaithfulness', 'wife', 's', 'lover', 'murdered', 'by', 'husband']"
Tim Johnson,135000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Jim Parsons,Home ,"['alien friendship', 'alien invasion', 'australia', 'flying car', 'mother daughter relationship']",PG,Animation,18.7207853364,"['Tim Johnson', 'Jim Parsons', 'alien', 'friendship', 'alien', 'invasion', 'australia', 'flying', 'car', 'mother', 'daughter', 'relationship']"
Paul Bolger,47000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Sarah Michelle Gellar,Happily N'Ever After ,"['apostrophe in title', 'cinderella', 'first of series', 'punctuation in title', 'three word title']",PG,Animation,17.6656581597,"['Paul Bolger', 'Sarah Michelle Gellar', 'apostrophe', 'in', 'title', 'cinderella', 'first', 'of', 'series', 'punctuation', 'in', 'title', 'three', 'word', 'title']"
Michael Mann,107000000.0,"['Biography', 'Drama', 'Sport']",Will Smith,Ali ,"['african american protagonist', 'african americans', 'boxing gym', 'gym', 'rumble in the jungle']",R,Sport,18.4883393924,"['Michael Mann', 'Will Smith', 'african', 'american', 'protagonist', 'african', 'americans', 'boxing', 'gym', 'gym', 'rumble', 'in', 'the', 'jungle']"
Frank Oz,45000000.0,"['Drama', 'Family', 'Fantasy']",Steve Coogan,The Indian in the Cupboard ,"['best friend', 'birthday', 'boy', 'friend', 'magic']",PG,Family,17.6221730477,"['Frank Oz', 'Steve Coogan', 'best', 'friend', 'birthday', 'boy', 'friend', 'magic']"
David Bowers,65000000.0,"['Action', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Nicolas Cage,Astro Boy ,"['betrayal', 'futuristic', 'gladiator', 'robot', 'scientist']",PG,Animation,17.9898978279,"['David Bowers', 'Nicolas Cage', 'betrayal', 'futuristic', 'gladiator', 'robot', 'scientist']"
Steve Antin,55000000.0,"['Drama', 'Music', 'Musical', 'Romance']",Eric Dane,Burlesque ,"['burlesque', 'dancer', 'iowa', 'small town girl', 'stage']",PG-13,Musical,17.8228437432,"['Steve Antin', 'Eric Dane', 'burlesque', 'dancer', 'iowa', 'small', 'town', 'girl', 'stage']"
Joan Chen,40000000.0,"['Drama', 'Romance']",J.K. Simmons,Autumn in New York ,"['may december romance', 'new york', 'new york city', 'rockefeller center', 'title directed by female']",PG-13,Drama,17.5043900121,"['Joan Chen', 'J.K. Simmons', 'may', 'december', 'romance', 'new', 'york', 'new', 'york', 'city', 'rockefeller', 'center', 'title', 'directed', 'by', 'female']"
Richard Marquand,32500000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,"['death star', 'emperor', 'empire', 'princess', 'rebel']",PG,Sci-Fi,17.2967506473,"['Richard Marquand', 'Harrison Ford', 'death', 'star', 'emperor', 'empire', 'princess', 'rebel']"
Jean-François Richet,20000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Brian Dennehy,Assault on Precinct 13 ,"['criminal', 'mobster', ""new year's eve"", 'police', 'sergeant']",R,Action-Comedy,16.8112428315,"['Jean-Fran\xc3\xa7ois Richet', 'Brian Dennehy', 'criminal', 'mobster', 'new', 'year', 's', 'eve', 'police', 'sergeant']"
Stephen Hopkins,40000000.0,"['Horror', 'Thriller']",Stephen Rea,The Reaping ,"['biblical plague', 'louisiana', 'missionary', 'plague', 'small town']",R,Horror,17.5043900121,"['Stephen Hopkins', 'Stephen Rea', 'biblical', 'plague', 'louisiana', 'missionary', 'plague', 'small', 'town']"
Brett Ratner,100000000.0,"['Action', 'Adventure']",Dwayne Johnson,Hercules ,"['army', 'greek mythology', 'hercules', 'king', 'mercenary']",PG-13,Action-Comedy,18.420680744,"['Brett Ratner', 'Dwayne Johnson', 'army', 'greek', 'mythology', 'hercules', 'king', 'mercenary']"
Hoyt Yeatman,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Kelli Garner,G-Force ,"['fbi director', 'guinea pig', 'household appliance', 'secret agent', 'talking mouse']",PG,Animation,18.8261458521,"['Hoyt Yeatman', 'Kelli Garner', 'fbi', 'director', 'guinea', 'pig', 'household', 'appliance', 'secret', 'agent', 'talking', 'mouse']"
Rian Johnson,30000000.0,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Joseph Gordon-Levitt,Looper ,"['chase', 'future', 'surprise ending', 'time loop', 'time travel']",R,Sci-Fi,17.2167079396,"['Rian Johnson', 'Joseph Gordon-Levitt', 'chase', 'future', 'surprise', 'ending', 'time', 'loop', 'time', 'travel']"
Jennifer Yuh Nelson,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Angelina Jolie Pitt,Kung Fu Panda 2 ,"['china', 'kung fu', 'panda', 'peacock', 'tigress']",PG,Animation,18.8261458521,"['Jennifer Yuh Nelson', 'Angelina Jolie Pitt', 'china', 'kung', 'fu', 'panda', 'peacock', 'tigress']"
David Dobkin,52000000.0,"['Comedy', 'Fantasy']",Ryan Reynolds,The Change-Up ,"['best friend', 'fountain', 'law firm', 'lawyer', 'sex']",R,Rom-Com,17.7667542765,"['David Dobkin', 'Ryan Reynolds', 'best', 'friend', 'fountain', 'law', 'firm', 'lawyer', 'sex']"
Ron Howard,123000000.0,"['Comedy', 'Family', 'Fantasy']",Clint Howard,How the Grinch Stole Christmas ,"['box office hit', 'christmas', 'materialism', 'public humiliation', 'snowflake']",PG,Family,18.6276949133,"['Ron Howard', 'Clint Howard', 'box', 'office', 'hit', 'christmas', 'materialism', 'public', 'humiliation', 'snowflake']"
Roger Michell,40000000.0,"['Comedy', 'Drama', 'Romance']",Noah Bean,Morning Glory ,"['job offer', 'roller coaster', 'slow motion action scene', 'slow motion sequence', 'television']",PG-13,Rom-Com,17.5043900121,"['Roger Michell', 'Noah Bean', 'job', 'offer', 'roller', 'coaster', 'slow', 'motion', 'action', 'scene', 'slow', 'motion', 'sequence', 'television']"
Frank Oz,90000000.0,"['Comedy', 'Sci-Fi', 'Thriller']",Jon Lovitz,The Stepford Wives ,"['community', 'connecticut', 'fem bot', 'tv producer', 'writer']",PG-13,Sci-Fi,18.3153202283,"['Frank Oz', 'Jon Lovitz', 'community', 'connecticut', 'fem', 'bot', 'tv', 'producer', 'writer']"
J Blakeson,38000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Chloë Grace Moretz,The 5th Wave ,"['alien', 'attack', 'based on novel', 'based on young adult novel', 'fear']",PG-13,Sci-Fi,17.4530967177,"['J Blakeson', 'Chlo\xc3\xab Grace Moretz', 'alien', 'attack', 'based', 'on', 'novel', 'based', 'on', 'young', 'adult', 'novel', 'fear']"
Jan de Bont,160000000.0,"['Action', 'Crime', 'Romance', 'Thriller']",Jason Patric,Speed 2: Cruise Control ,"['collision course', 'computer', 'cruise', 'diamonds', 'ship run aground']",PG-13,Action-Comedy,18.8906843732,"['Jan de Bont', 'Jason Patric', 'collision', 'course', 'computer', 'cruise', 'diamonds', 'ship', 'run', 'aground']"
Andy Tennant,70000000.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",Matthew McConaughey,Fool's Gold ,"['debt', 'rapper', 'treasure', 'treasure hunter', 'yacht']",PG-13,Rom-Com,18.0640058,"['Andy Tennant', 'Matthew McConaughey', 'debt', 'rapper', 'treasure', 'treasure', 'hunter', 'yacht']"
Chris Wedge,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Jim Broadbent,Robots ,"['actor voicing multiple characters', 'box office hit', 'coffee', 'plate', 'robot']",PG,Animation,18.1329986715,"['Chris Wedge', 'Jim Broadbent', 'actor', 'voicing', 'multiple', 'characters', 'box', 'office', 'hit', 'coffee', 'plate', 'robot']"
Charles Shyer,60000000.0,"['Comedy', 'Drama', 'Romance']",Omar Epps,Alfie ,"['best friend', 'commitment', 'friend', 'limousine driver', 'one night stand']",R,Rom-Com,17.9098551202,"['Charles Shyer', 'Omar Epps', 'best', 'friend', 'commitment', 'friend', 'limousine', 'driver', 'one', 'night', 'stand']"
Brian Robbins,40000000.0,"['Comedy', 'Drama']",John Gatins,A Thousand Words ,"['box office flop', 'buddhist', 'liar', 'literary agent', 'magical tree']",PG-13,Rom-Com,17.5043900121,"['Brian Robbins', 'John Gatins', 'box', 'office', 'flop', 'buddhist', 'liar', 'literary', 'agent', 'magical', 'tree']"
James L. Brooks,80000000.0,"['Comedy', 'Drama', 'Romance']",Adam Sandler,Spanglish ,"['chef', 'college', 'housekeeper', 'letter', 'mexico']",PG-13,Rom-Com,18.1975371926,"['James L. Brooks', 'Adam Sandler', 'chef', 'college', 'housekeeper', 'letter', 'mexico']"
Roland Joffé,50000000.0,"['Drama', 'Romance']",Gary Oldman,The Scarlet Letter ,"['17th century', 'adultery', 'letter', 'pubic hair', 'swimming']",R,Drama,17.7275335634,"['Roland Joff\xc3\xa9', 'Gary Oldman', '17th', 'century', 'adultery', 'letter', 'pubic', 'hair', 'swimming']"
Yimou Zhang,94000000.0,"['Drama', 'History', 'Romance', 'War']",Christian Bale,The Flowers of War ,"['abusive stepfather', 'attempted rape', 'food shortage', 'sexual abuse', 'starving child']",R,War,18.3588053402,"['Yimou Zhang', 'Christian Bale', 'abusive', 'stepfather', 'attempted', 'rape', 'food', 'shortage', 'sexual', 'abuse', 'starving', 'child']"
Chris Columbus,88000000.0,"['Action', 'Animation', 'Comedy', 'Sci-Fi']",Peter Dinklage,Pixels ,"['alien', 'arcade game', 'chase', 'driving in reverse', 'video gamer']",PG-13,Animation,18.2928473724,"['Chris Columbus', 'Peter Dinklage', 'alien', 'arcade', 'game', 'chase', 'driving', 'in', 'reverse', 'video', 'gamer']"
Craig Gillespie,30000000.0,"['Comedy', 'Horror']",Grace Phipps,Fright Night ,"['neighbor', 'remake', 'suburb', 'teenager', 'vampire']",R,Horror,17.2167079396,"['Craig Gillespie', 'Grace Phipps', 'neighbor', 'remake', 'suburb', 'teenager', 'vampire']"
Tim Burton,39000000.0,"['Animation', 'Comedy', 'Family', 'Horror', 'Sci-Fi']",Martin Landau,Frankenweenie ,"['dog', 'life', 'remake by original director', 'science', 'stop motion animation']",PG,Horror,17.4790722041,"['Tim Burton', 'Martin Landau', 'dog', 'life', 'remake', 'by', 'original', 'director', 'science', 'stop', 'motion', 'animation']"
Janusz Kaminski,28000000.0,"['Drama', 'Horror', 'Thriller']",Philip Baker Hall,Lost Souls ,"['faith', 'mental patient', 'priest', 'scheme', 'teacher']",R,Horror,17.1477150681,"['Janusz Kaminski', 'Philip Baker Hall', 'faith', 'mental', 'patient', 'priest', 'scheme', 'teacher']"
Sam Mendes,80000000.0,"['Crime', 'Drama', 'Thriller']",Tom Hanks,Road to Perdition ,"['1930s', 'blood', 'gun', 'on the run', 'revenge']",R,Crime,18.1975371926,"['Sam Mendes', 'Tom Hanks', '1930s', 'blood', 'gun', 'on', 'the', 'run', 'revenge']"
Steven Soderbergh,48000000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Don Cheadle,Out of Sight ,"['heist', 'neo noir', 'one last job', 'opposites attract', 'u.s. marshal']",R,Crime,17.6867115689,"['Steven Soderbergh', 'Don Cheadle', 'heist', 'neo', 'noir', 'one', 'last', 'job', 'opposites', 'attract', 'u', 's', 'marshal']"
Lana Wachowski,150000000.0,"['Action', 'Sci-Fi']",Essie Davis,The Matrix Revolutions ,"['battle', 'epic', 'fight', 'future', 'machine']",R,Sci-Fi,18.8261458521,"['Lana Wachowski', 'Essie Davis', 'battle', 'epic', 'fight', 'future', 'machine']"
David Bowers,149000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Hugh Jackman,Flushed Away ,"['boat', 'frog', 'rat', 'sewer', 'toad']",PG,Animation,18.8194568639,"['David Bowers', 'Hugh Jackman', 'boat', 'frog', 'rat', 'sewer', 'toad']"
Martin Campbell,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Ryan Reynolds,Green Lantern ,"['autopsy', 'lantern', 'planet', 'ring', 'test pilot']",PG-13,Sci-Fi,19.1138279245,"['Martin Campbell', 'Ryan Reynolds', 'autopsy', 'lantern', 'planet', 'ring', 'test', 'pilot']"
Michael Apted,135000000.0,"['Action', 'Adventure', 'Thriller']",Colin Salmon,The World Is Not Enough ,"['british', 'oil', 'scientist', 'terrorist', 'tycoon']",PG-13,Action-Comedy,18.7207853364,"['Michael Apted', 'Colin Salmon', 'british', 'oil', 'scientist', 'terrorist', 'tycoon']"
Richard Donner,55000000.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",Marlon Brando,Superman ,"['1970s', 'clark kent', 'planet', 'superhero', 'year 1978']",PG,Sci-Fi,17.8228437432,"['Richard Donner', 'Marlon Brando', '1970s', 'clark', 'kent', 'planet', 'superhero', 'year', '1978']"
Steven Spielberg,185000000.0,"['Action', 'Adventure', 'Fantasy']",Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull ,"['cult figure', 'femme fatale', 'indiana jones', 'unsubtitled foreign language', 'year 1957']",PG-13,Action-Comedy,19.035866383,"['Steven Spielberg', 'Harrison Ford', 'cult', 'figure', 'femme', 'fatale', 'indiana', 'jones', 'unsubtitled', 'foreign', 'language', 'year', '1957']"
Hugh Johnson,34000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']",David Paymer,Chill Factor ,"['colonel', 'ice', 'ice cream truck', 'military', 'u.s. army']",R,Rom-Com,17.3418710826,"['Hugh Johnson', 'David Paymer', 'colonel', 'ice', 'ice', 'cream', 'truck', 'military', 'u', 's', 'army']"
Rob Bowman,66000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Martin Landau,The X Files ,"['agent', 'alien', 'bomb', 'fbi', 'government']",PG-13,Sci-Fi,18.0051653,"['Rob Bowman', 'Martin Landau', 'agent', 'alien', 'bomb', 'fbi', 'government']"
Bruce Beresford,70000000.0,"['Crime', 'Mystery', 'Thriller']",Bruce Greenwood,Double Jeopardy ,"['blood', 'murder', 'sex scene', 'wrongful arrest', 'wrongful conviction']",R,Mystery,18.0640058,"['Bruce Beresford', 'Bruce Greenwood', 'blood', 'murder', 'sex', 'scene', 'wrongful', 'arrest', 'wrongful', 'conviction']"
